IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.49.65,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.6.150,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.117.198,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.165.117,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.83.71,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.156.242,2053,2053,true,SIN,Asia Pacific,Singapore,22,0.00
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.0.31,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.77.222,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.232.148,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.232.148,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.179.231,8443,8443,true,SIN,Asia Pacific,Singapore,23,0.00
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.237.90,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.189.92,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.156.242,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,23,0.00
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.180.24,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,23,0.00
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.117.198,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.170.225,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.215.57.183,443,80,false,CGK,Asia Pacific,Jakarta,24,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.100.168,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,24,0.00
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.169.222,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.191.110,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,25,0.00
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.14.220,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.174.108,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
